SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL,PostEra
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cccc(Cl)c1,CHR-SOS-7098f804-2,"Chris de Graaf, Sosei Heptares","Structure-based design combining:
1) X_0678 and X_0107 (targeting the S1 and S1' pockets)
2) X_0161, X_0195, X_0946 (providing a vector to target the S3 pocket from the S1' pocket)
3) The recently reported niclosamide hit (not reviewed pre-print, https://www.biorxiv.org/content/10.1101/2020.02.25.965582v2)

The N-phenylbenzamide scaffold of Niclosamide may bind in similar way as the benzamide (X_0678) and (di)phenylurea (X_0434) scaffolds observed in several fragments.

Obviously early days and appreciating that recognising simple substructures between hits and assuming they bind in a similar manner can be deceiving. I have therefore also included 9 designs to efficiently explore simple SAR around the putative niclosamide hit, which can be helpful to provide more confidence in the binding mode hypothesis and customise/extend the scope of the associated designs.

The cross-over designs include:
- Incorporation of the 3-pyridine nitrogen H-bond acceptor targeting H163 in the S1 pocket into the niclosamide N-phenylbenzamide scaffold
- Exploration of different vectors and linkers to grow from the lipophilic S1' pocket into the S3 pocket with and without the sulphonamide of X_0161/X_0195/X_0946","x0107,x0161,x0195,x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-7098f804,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,311.124,4.153900000000001,1,3,72.24,0,PASS,"nitro group, Oxygen-nitrogen single bond",PASS,PASS,aromatic NO2,"Dye 16 (1), Dye 29",PASS,PASS,PASS
O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccccc1O,CHR-SOS-7098f804-5,"Chris de Graaf, Sosei Heptares","Structure-based design combining:
1) X_0678 and X_0107 (targeting the S1 and S1' pockets)
2) X_0161, X_0195, X_0946 (providing a vector to target the S3 pocket from the S1' pocket)
3) The recently reported niclosamide hit (not reviewed pre-print, https://www.biorxiv.org/content/10.1101/2020.02.25.965582v2)

The N-phenylbenzamide scaffold of Niclosamide may bind in similar way as the benzamide (X_0678) and (di)phenylurea (X_0434) scaffolds observed in several fragments.

Obviously early days and appreciating that recognising simple substructures between hits and assuming they bind in a similar manner can be deceiving. I have therefore also included 9 designs to efficiently explore simple SAR around the putative niclosamide hit, which can be helpful to provide more confidence in the binding mode hypothesis and customise/extend the scope of the associated designs.

The cross-over designs include:
- Incorporation of the 3-pyridine nitrogen H-bond acceptor targeting H163 in the S1 pocket into the niclosamide N-phenylbenzamide scaffold
- Exploration of different vectors and linkers to grow from the lipophilic S1' pocket into the S3 pocket with and without the sulphonamide of X_0161/X_0195/X_0946","x0107,x0161,x0195,x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-7098f804,False,False,False,s_22____1154820____467330,False,False,False,False,False,False,False,False,False,False,False,False,False,258.233,2.552700000000001,2,4,92.47,0,PASS,"nitro group, Oxygen-nitrogen single bond",PASS,PASS,aromatic NO2,"Dye 16 (1), Dye 29",PASS,PASS,PASS
NC(=O)C1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,DAN-LON-a5fc619e-1,"Daniel Zaidman, London Lab, Weizmann Institute of Science","The inspiration is X_0770, one of the covalent fragments. I based these designs on a simple 3-step synthetic route with commercially available boc-protected piperazines. First step is nucleophilic substitution with 1-(bromomethyl)-3-chlorobenzene, then deprotection, and then amidation with 2-chloroacetyl chloride. I docked them using the constrained scaffold of X_0770, and chose that seem compatible. Also,  I predict that the ones with the substitution next to the chloroacetamide will have reduced electrophile reactivity due to steric hindrance. If you have any questions, feel free to email me.",x0770,https://covid.postera.ai/covid/submissions/DAN-LON-a5fc619e,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,330.2150000000001,1.0769000000000009,1,3,66.64,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2cccc(Cl)c2)C[C@@H]1Cc1ccccc1,DAN-LON-a5fc619e-10,"Daniel Zaidman, London Lab, Weizmann Institute of Science","The inspiration is X_0770, one of the covalent fragments. I based these designs on a simple 3-step synthetic route with commercially available boc-protected piperazines. First step is nucleophilic substitution with 1-(bromomethyl)-3-chlorobenzene, then deprotection, and then amidation with 2-chloroacetyl chloride. I docked them using the constrained scaffold of X_0770, and chose that seem compatible. Also,  I predict that the ones with the substitution next to the chloroacetamide will have reduced electrophile reactivity due to steric hindrance. If you have any questions, feel free to email me.",x0770,https://covid.postera.ai/covid/submissions/DAN-LON-a5fc619e,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,377.31500000000017,3.8343000000000034,0,2,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(C)C[C@@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,DAN-LON-a5fc619e-3,"Daniel Zaidman, London Lab, Weizmann Institute of Science","The inspiration is X_0770, one of the covalent fragments. I based these designs on a simple 3-step synthetic route with commercially available boc-protected piperazines. First step is nucleophilic substitution with 1-(bromomethyl)-3-chlorobenzene, then deprotection, and then amidation with 2-chloroacetyl chloride. I docked them using the constrained scaffold of X_0770, and chose that seem compatible. Also,  I predict that the ones with the substitution next to the chloroacetamide will have reduced electrophile reactivity due to steric hindrance. If you have any questions, feel free to email me.",x0770,https://covid.postera.ai/covid/submissions/DAN-LON-a5fc619e,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,343.298,3.6377000000000015,0,2,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)N1CCN(C(=O)CCl)C[C@@H]1CC(N)=O,DAN-PUR-3907f623-1,"Daniel Flaherty, Purdue University",Designed by eye from fragment overlays.,"x0991,x1311,x1493",https://covid.postera.ai/covid/submissions/DAN-PUR-3907f623,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,261.709,-0.8400999999999983,1,3,83.71000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)[C@@H]1CN(C(=O)CCl)C[C@H](CC(N)=O)N1C(C)=O,DAN-PUR-3907f623-2,"Daniel Flaherty, Purdue University",Designed by eye from fragment overlays.,"x0991,x1311,x1493",https://covid.postera.ai/covid/submissions/DAN-PUR-3907f623,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,303.7460000000001,-0.8824999999999981,1,4,100.78,0,PASS,PASS,PASS,PASS,PASS,Ketone,PASS,PASS,PASS
O=C(CCl)N(c1cccnc1)C1CCS(=O)(=O)C1,DAN-PUR-3907f623-3,"Daniel Flaherty, Purdue University",Designed by eye from fragment overlays.,"x0991,x1311,x1493",https://covid.postera.ai/covid/submissions/DAN-PUR-3907f623,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,288.75600000000014,0.8405,0,4,67.34,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1cccnc1)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-14,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,Z44592325,False,False,s_487____210243____150220,False,False,False,False,False,False,False,False,False,False,False,False,False,247.685,3.3790000000000013,2,2,54.02,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1cncc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-2,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,277.28700000000003,2.01078,2,4,94.46,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1cccc(NC(=O)Cc2cncc(N)c2)c1,DAR-DIA-23aa0b97-3,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,252.27700000000002,1.7166799999999998,2,4,91.8,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS,PASS
N#Cc1cncc(NC(=O)Cc2cccnc2)c1,DAR-DIA-23aa0b97-6,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,238.25,1.52948,1,4,78.67,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1cncc(NC(=O)Cc2cncc(N)c2)c1,DAR-DIA-23aa0b97-7,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,253.265,1.11168,2,5,104.69,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS,PASS
Cc1ccc(NC(=O)Cc2cc3cccnc3[nH]2)s1,DAR-DIA-842b4336-18,"Daren Fearon, Diamond Light Source Ltd",Substitution of ring systems of x0434/x0678/x1093 based on other hits,"x0434,x0678,x1093",https://covid.postera.ai/covid/submissions/DAR-DIA-842b4336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,271.345,3.1140200000000013,2,3,57.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NCCc1c[nH]c2c([C@@H]3CN(C(=O)CCl)Cc4ccccc43)cc(Cl)cc12,DAR-DIA-caba39e3-5,"Daren Fearon, Diamond Light Source Ltd",Merging of x1392 with x0305/x01249/x0195 to target S1 pocket,"x0195,x0305,x0830,x1249,x1392",https://covid.postera.ai/covid/submissions/DAR-DIA-caba39e3,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,444.36200000000014,4.212800000000003,2,2,65.2,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(CNC(=O)N2CCOCC2)c(CN2CCN(C(=O)CCl)CC2)c1,DAR-DIA-fb20be43-16,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",https://covid.postera.ai/covid/submissions/DAR-DIA-fb20be43,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,419.9130000000001,0.9830800000000004,1,5,88.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ccc(C#N)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-3,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",https://covid.postera.ai/covid/submissions/DAR-DIA-fb20be43,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,320.82400000000007,1.87308,1,4,59.37000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(C#N)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-4,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",https://covid.postera.ai/covid/submissions/DAR-DIA-fb20be43,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,321.8120000000001,1.26808,1,5,72.26,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCNc1ncc(OC)cc1CN1CCN(C(=O)CCl)CC1,DAR-DIA-fb20be43-5,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",https://covid.postera.ai/covid/submissions/DAR-DIA-fb20be43,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,326.8280000000001,1.4049999999999998,1,5,57.70000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-6,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",https://covid.postera.ai/covid/submissions/DAR-DIA-fb20be43,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,327.815,2.594480000000001,0,3,47.34,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
COc1cc(CN2CCN(C(=O)CCl)CC2)c2ccccc2c1,DAR-DIA-fb20be43-7,"Daren Fearon, Diamond Light Source Ltd",Merging of x0830 with x0305/x0104 and x0195 to target S1 pocket in addition to Cys145.,"x0104,x0195,x0305,x0830",https://covid.postera.ai/covid/submissions/DAR-DIA-fb20be43,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,332.83099999999996,2.7314000000000007,0,3,32.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(NC(=O)CCl)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,DAV-CRI-14a23e73-1,"David Briggs, Crick Institute","By eye merging of X0161 and x1382, retaining covalent warhead.","x0161,x1382",https://covid.postera.ai/covid/submissions/DAV-CRI-14a23e73,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,387.2880000000001,3.0704,2,3,89.25999999999998,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1Cc2ccccc2C(c2ccccc2)C1Cc1cccnc1,DAV-CRI-1c77f7a9-1,"David Briggs, Crick Institute","by eye linking of x1392 and x0434, retaining covalent warhead, with variants.","x0434,x0759,x0831,x1384,x1392",https://covid.postera.ai/covid/submissions/DAV-CRI-1c77f7a9,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,376.88700000000017,4.405800000000003,0,2,33.2,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(NC(=O)CCl)c1cc(O)cc(Cl)c1,DAV-CRI-3edb475e-2,"David Briggs, Crick Institute","Modifications of x1382, the best occupancy, high confidence covalent binder.",x1382,https://covid.postera.ai/covid/submissions/DAV-CRI-3edb475e,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,248.109,2.4616000000000007,2,2,49.33,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(NC(=O)CCl)c1cc(F)cc(Cl)c1,DAV-CRI-3edb475e-6,"David Briggs, Crick Institute","Modifications of x1382, the best occupancy, high confidence covalent binder.",x1382,https://covid.postera.ai/covid/submissions/DAV-CRI-3edb475e,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,250.1,2.895100000000001,1,1,29.1,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
NS(=O)(=O)C1CCc2cc(C3CN(C(=O)CCl)Cc4ccccc43)ccc2C1,DAV-CRI-3fe943ba-2,"David Briggs, Crick Institute",By linking of X0161 and X1392 with some variants. Retains covalent warhead.,"x0161,x1392",https://covid.postera.ai/covid/submissions/DAV-CRI-3fe943ba,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,418.94600000000014,2.5453,1,3,80.47,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(NC(=O)CCl)C1=CC(Cl)=CC2CNCC12,DAV-CRI-eab5efcb-5,"David Briggs, Crick Institute",Linking x1382 and x0831 adding second ring group to try and interact with Q189,"x0831,x1382",https://covid.postera.ai/covid/submissions/DAV-CRI-eab5efcb,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,275.17900000000003,1.6282,2,2,41.13,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(NC(=O)CCl)C1=CC(Cl)=CC2CC=NC12,DAV-CRI-eab5efcb-6,"David Briggs, Crick Institute",Linking x1382 and x0831 adding second ring group to try and interact with Q189,"x0831,x1382",https://covid.postera.ai/covid/submissions/DAV-CRI-eab5efcb,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,273.163,2.2519,1,2,41.46,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,DAV-UNI-bdcebb58-2,"David Teran, Universidad Tecnica de Ambato","There are a study (Friedman and Gordon, 1989) where enalapril was used as inhibitor of ACE and also was studied as possible cure for dog coronavirus. In base of enalapril and fosinopril two other compounds were designed with small changes. On was the addition of a double bound and one with a sulfur atom. These two were designed based in the PDB coordinates 4APH, 6LZG and 3KBH.",x0072,https://covid.postera.ai/covid/submissions/DAV-UNI-bdcebb58,False,False,EN300-1710061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,563.6720000000004,6.121300000000009,1,6,110.21,2,non_ring_acetal,"Aliphatic long chain, het-C-het not in ring, phosphor",PASS,PASS,alkyl esters of S or P,"Ester, Long aliphatic chain",PASS,PASS,PASS
O=C(Nc1nnc(-c2ccccn2)o1)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,DRA-CSI-7ec17797-18,"DR. ARINDAM TALUKDAR, CSIR-INDIAN INSTITUTE OF CHEMICAL BIOLOGY",This molecular library consists of hit fragment list of compound and may be suitable for targeting Mpro.,"x0692,x0708,x0770,x1308,x1336,x1385",https://covid.postera.ai/covid/submissions/DRA-CSI-7ec17797,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,431.4490000000001,2.3101000000000003,1,7,118.29,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS
CS(=O)(=O)NCCN1CCCc2ccc(S(N)(=O)=O)cc21,DUN-NEW-f8ce3686-14,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",https://covid.postera.ai/covid/submissions/DUN-NEW-f8ce3686,Z1317949519,False,False,s_2230____7463156____4117666,False,False,False,True,False,False,False,False,False,False,False,False,False,333.43500000000006,-0.36419999999999797,2,5,109.57,0,PASS,PASS,PASS,PASS,PASS,"Dye 22, Hetero_hetero",PASS,PASS,PASS
CC(=O)NCCc1c[nH]c2c(CNC(=O)CCl)cccc12,DUN-NEW-f8ce3686-21,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",https://covid.postera.ai/covid/submissions/DUN-NEW-f8ce3686,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,307.781,1.7015,3,2,73.99000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)Nc1nc2c(S(=O)(=O)NCCc3ccccc3)cccc2s1,DUN-NEW-f8ce3686-23,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",https://covid.postera.ai/covid/submissions/DUN-NEW-f8ce3686,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,409.92000000000013,2.994600000000002,2,5,88.16,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,aminothiazole,PASS
CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12,DUN-NEW-f8ce3686-24,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",https://covid.postera.ai/covid/submissions/DUN-NEW-f8ce3686,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,376.88800000000015,1.7295,2,3,68.44,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CS(=O)(=O)N(CCc1ccccc1)CC1CCN(C(=O)CCl)CC1,DUN-NEW-f8ce3686-25,"Duncan Miller, Newcastle University","Merging of x0072 with x1458 to combine the covalent warhead of x1458 with the sulfonamide fragment x1458 (Designs arrived at by overlay of crystal structures in Biovia Discovery Viewer, and identifying common vectors for fragment growth/merging by eye, with synthetic accessibility taken into account)","x0072,x1458",https://covid.postera.ai/covid/submissions/DUN-NEW-f8ce3686,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,372.9180000000002,1.9680999999999995,0,3,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS
Cc1ccncc1N(C)C(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-1,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,s_11____8852370____3020516,False,False,False,False,False,False,False,False,False,False,False,False,False,274.751,3.248920000000002,0,2,33.2,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,EDG-MED-0da5ad92-10,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,s_22____3391102____5183200,False,False,False,False,False,False,False,False,False,False,False,False,False,288.778,3.9597200000000026,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ccncc1NC(=O)C1(c2cccc(Cl)c2)CC1,EDG-MED-0da5ad92-11,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,s_22____3391102____488342,False,False,False,False,False,False,False,False,False,False,False,False,False,286.76200000000006,3.7137200000000017,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,EDG-MED-0da5ad92-12,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,s_22____6725666____3020518,False,False,True,False,False,False,False,False,False,False,False,False,False,260.724,3.2246200000000016,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cn1,EDG-MED-0da5ad92-13,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,s_22____7425960____3020518,False,False,True,False,False,False,False,False,False,False,False,False,False,260.72400000000005,3.2246200000000016,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ncccc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-14,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,s_22____6391392____3020518,False,False,False,False,False,False,False,False,False,False,False,False,False,260.724,3.2246200000000016,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1ccnnc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-15,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,261.712,2.6196200000000007,1,3,54.88,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1cnncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-16,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,261.712,2.6196200000000007,1,3,54.88,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-17,"Ed Griffen, MedChemica","Straightforward medicinal chemistry pairs based on compound TRY-UNI-714-6 and it's crystal structure.  Selection of approaches: methyl scans, testing H-bond points , additional substituents where there looks to be space, conformational biasing with gem dimethyl and cyclopropyl as opposite biases.",x0434,https://covid.postera.ai/covid/submissions/EDG-MED-0da5ad92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,275.73900000000003,2.806820000000001,2,3,68.00999999999999,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS,PASS
